playerID,B_G,B_AB,B_R,B_H,B_2B,B_3B,B_HR,B_RBI,B_SB,B_CS,B_BB,B_SO,B_IBB,B_HBP,B_SH,B_SF,B_GIDP,P_playerID,P_W,P_L,P_G,P_GS,P_CG,P_SHO,P_SV,P_IPOuts,P_H,P_ER,P_HR,P_BB,P_SO,P_BAOpp,P_ERA,P_IBB,P_WP,P_HBP,P_BK,P_BFP,P_GF,P_R,P_SH,P_SF,P_GIDP,f_playerID,f_G,f_PO,f_A,f_E,f_DP,f_PB,f_WP,f_SB,f_CS,f_ZR,award_count,nomination_count,Classification
decindo01,1649.0,5809.0,778.0,1505.0,312.0,29.0,237.0,879.0,58.0,48.0,618,904.0,57.0,21.0,22.0,64.0,177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,decindo01,1627.0,1483.0,3344.0,206.0,370.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0
dentbu01,1392.0,4512.0,451.0,1114.0,169.0,23.0,40.0,423.0,17.0,29.0,328,349.0,9.0,15.0,121.0,49.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,dentbu01,1388.0,2122.0,4335.0,156.0,840.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0
downibr01,2344.0,7853.0,1188.0,2099.0,360.0,28.0,275.0,1073.0,50.0,44.0,1197,1127.0,55.0,129.0,60.0,70.0,197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,downibr01,1460.0,4881.0,373.0,51.0,33.0,26.0,119.0,519.0,264.0,5.0,,1.0,0
dennyjo01,326.0,570.0,44.0,97.0,9.0,2.0,0.0,29.0,9.0,5.0,19,164.0,0.0,1.0,63.0,3.0,4.0,dennyjo01,123.0,108.0,325.0,322.0,62.0,18.0,0.0,6446,2093.0,856.0,137,778.0,1146.0,0.2535714285714286,3.44500001839229,49.0,68.0,54.0,12.0,9077.0,0.0,967.0,0.0,0.0,0.0,dennyjo01,325.0,179.0,451.0,32.0,46.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0
dauerri01,1140.0,3829.0,448.0,984.0,193.0,3.0,43.0,372.0,6.0,13.0,297,219.0,7.0,14.0,44.0,34.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,dauerri01,1207.0,2115.0,2823.0,75.0,664.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
dawsoan01,2627.0,9927.0,1373.0,2774.0,503.0,98.0,438.0,1591.0,314.0,109.0,589,1509.0,143.0,111.0,24.0,118.0,217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,dawsoan01,2323.0,5158.0,157.0,93.0,30.0,0.0,0.0,0.0,0.0,0.0,20.0,9.0,1
davisma01,625.0,167.0,16.0,26.0,3.0,4.0,1.0,9.0,1.0,1.0,8,54.0,0.0,0.0,24.0,0.0,0.0,davisma01,51.0,84.0,624.0,85.0,4.0,2.0,96.0,3435,1068.0,530.0,129,534.0,1007.0,0.2511111111111111,4.678888870610131,63.0,63.0,28.0,12.0,4955.0,265.0,582.0,0.0,0.0,0.0,davisma01,624.0,29.0,151.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0
davisch01,2436.0,8673.0,1240.0,2380.0,424.0,30.0,350.0,1372.0,142.0,98.0,1194,1698.0,188.0,15.0,20.0,94.0,232.0,davisch01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,davisch01,1186.0,2566.0,77.0,80.0,15.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
daultda01,1161.0,3630.0,511.0,891.0,197.0,25.0,137.0,588.0,50.0,10.0,629,726.0,58.0,24.0,12.0,41.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,daultda01,1087.0,5836.0,469.0,74.0,95.0,64.0,327.0,701.0,290.0,9.0,2.0,1.0,0
daviser01,1626.0,5321.0,938.0,1430.0,239.0,26.0,282.0,934.0,349.0,66.0,740,1398.0,59.0,33.0,3.0,50.0,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,daviser01,1432.0,3107.0,60.0,50.0,13.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0
deshaji01,258.0,373.0,13.0,33.0,0.0,0.0,0.0,12.0,0.0,1.0,23,186.0,0.0,0.0,44.0,0.0,3.0,deshaji01,84.0,95.0,257.0,253.0,15.0,6.0,0.0,4575,1434.0,702.0,179,575.0,951.0,0.27230769230769225,5.667692239467915,39.0,19.0,27.0,35.0,6432.0,1.0,743.0,0.0,0.0,0.0,deshaji01,257.0,45.0,205.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
drabedo01,412.0,716.0,42.0,119.0,17.0,3.0,2.0,46.0,0.0,1.0,17,207.0,0.0,7.0,66.0,2.0,5.0,drabedo01,155.0,134.0,398.0,387.0,53.0,21.0,0.0,7605,2448.0,1052.0,246,704.0,1594.0,0.22538461538461535,3.95846150471614,56.0,80.0,53.0,6.0,10518.0,4.0,1141.0,0.0,0.0,0.0,drabedo01,398.0,266.0,342.0,29.0,20.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0
disarga01,1086.0,3744.0,444.0,966.0,186.0,20.0,28.0,355.0,47.0,44.0,154,306.0,0.0,36.0,77.0,21.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,disarga01,1081.0,1648.0,3197.0,131.0,675.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
delgaca01,2035.0,7283.0,1241.0,2038.0,483.0,18.0,473.0,1512.0,14.0,8.0,1109,1745.0,186.0,172.0,0.0,93.0,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,delgaca01,1827.0,15236.0,1067.0,131.0,1496.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0
dunlafr01,965.0,3974.0,759.0,1159.0,224.0,53.0,41.0,366.0,85.0,0.0,283,263.0,0.0,7.0,0.0,0.0,0.0,dunlafr01,0.0,0.0,2.0,0.0,0.0,0.0,1.0,8,6.0,2.0,0,0.0,2.0,0.25,9.0,0.0,0.0,0.0,0.0,8.0,2.0,3.0,0.0,0.0,0.0,dunlafr01,969.0,2912.0,3172.0,499.0,513.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
ewingbu01,1315.0,5363.0,1129.0,1625.0,250.0,178.0,71.0,883.0,354.0,0.0,392,294.0,0.0,9.0,6.0,0.0,0.0,ewingbu01,2.0,3.0,9.0,4.0,4.0,0.0,0.0,141,55.0,18.0,2,23.0,23.0,1.92,4.2083333532015486,0.0,3.0,1.0,1.0,224.0,5.0,36.0,0.0,0.0,0.0,ewingbu01,1345.0,6355.0,1782.0,572.0,283.0,360.0,0.0,0.0,0.0,0.0,,3.0,1
duffyhu01,1737.0,7042.0,1552.0,2282.0,325.0,119.0,106.0,1302.0,574.0,0.0,662,211.0,0.0,29.0,94.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,duffyhu01,1726.0,3445.0,345.0,247.0,52.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1
dunnja01,490.0,1622.0,197.0,397.0,54.0,10.0,1.0,164.0,55.0,0.0,83,0.0,0.0,14.0,53.0,0.0,0.0,dunnja01,64.0,59.0,142.0,118.0,103.0,3.0,3.0,3230,1217.0,492.0,30,334.0,171.0,0.2877777777777778,6.146666606267293,0.0,15.0,54.0,0.0,21.0,21.0,664.0,0.0,0.0,0.0,dunnja01,477.0,574.0,910.0,150.0,72.0,0.0,0.0,0.0,0.0,0.0,,3.0,0
elberki01,1292.0,4561.0,647.0,1235.0,169.0,56.0,10.0,535.0,213.0,0.0,427,4.0,0.0,165.0,119.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,elberki01,1265.0,2681.0,3774.0,538.0,403.0,0.0,0.0,0.0,0.0,0.0,,5.0,0
eversjo01,1784.0,6137.0,919.0,1659.0,216.0,70.0,12.0,538.0,324.0,8.0,778,142.0,0.0,39.0,256.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,eversjo01,1776.0,3806.0,5215.0,447.0,692.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,1
falkecy01,332.0,771.0,48.0,117.0,11.0,4.0,1.0,47.0,7.0,0.0,39,107.0,0.0,4.0,43.0,0.0,0.0,falkecy01,130.0,123.0,330.0,266.0,180.0,27.0,8.0,6825,2090.0,678.0,23,690.0,1164.0,2.3407142857142857,2.8499999897820607,0.0,93.0,69.0,0.0,7939.0,48.0,960.0,0.0,0.0,0.0,falkecy01,330.0,100.0,727.0,52.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
faberre01,670.0,1269.0,98.0,170.0,21.0,2.0,3.0,70.0,7.0,0.0,169,479.0,0.0,8.0,104.0,0.0,0.0,faberre01,254.0,213.0,669.0,483.0,273.0,29.0,28.0,12260,4106.0,1430.0,111,1213.0,1471.0,0.26400000000000007,3.2250000059604647,0.0,52.0,103.0,2.0,17360.0,134.0,1813.0,0.0,0.0,0.0,faberre01,669.0,130.0,1108.0,71.0,33.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,1
ehmkeho01,429.0,1009.0,71.0,210.0,38.0,6.0,0.0,73.0,5.0,1.0,26,111.0,0.0,0.0,53.0,0.0,0.0,ehmkeho01,166.0,166.0,427.0,339.0,199.0,20.0,14.0,8462,2873.0,1174.0,103,1042.0,1030.0,0.8818749999999999,4.3056249767541885,0.0,28.0,137.0,8.0,12110.0,70.0,1425.0,0.0,0.0,0.0,ehmkeho01,427.0,143.0,853.0,44.0,35.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0
duganjo01,1447.0,5410.0,665.0,1516.0,277.0,46.0,42.0,571.0,37.0,28.0,250,419.0,0.0,42.0,177.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,duganjo01,1407.0,1906.0,3007.0,276.0,338.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0
dykesji01,2282.0,8046.0,1108.0,2256.0,453.0,90.0,108.0,1071.0,70.0,55.0,958,850.0,0.0,115.0,228.0,0.0,0.0,dykesji01,0.0,0.0,2.0,0.0,0.0,0.0,1.0,6,2.0,1.0,0,1.0,0.0,0.33,4.5,0.0,0.0,0.0,0.0,8.0,2.0,1.0,0.0,0.0,0.0,dykesji01,2276.0,4901.0,5139.0,429.0,731.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0
dyered01,129.0,157.0,31.0,35.0,7.0,3.0,2.0,13.0,3.0,1.0,10,14.0,0.0,0.0,4.0,0.0,0.0,dyered01,15.0,15.0,69.0,23.0,10.0,2.0,3.0,768,316.0,135.0,11,96.0,63.0,0.3416666666666666,7.478333353996277,0.0,5.0,13.0,0.0,1145.0,35.0,164.0,0.0,0.0,0.0,dyered01,78.0,31.0,69.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
ensje01,67.0,186.0,25.0,54.0,8.0,4.0,1.0,24.0,5.0,0.0,7,16.0,0.0,2.0,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ensje01,50.0,149.0,85.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
ellioju01,253.0,416.0,26.0,68.0,11.0,0.0,4.0,37.0,0.0,0.0,21,121.0,0.0,1.0,6.0,0.0,2.0,ellioju01,63.0,74.0,252.0,144.0,51.0,8.0,12.0,3620,1338.0,569.0,70,414.0,453.0,0.29454545454545455,7.521818161010742,0.0,18.0,25.0,7.0,5276.0,63.0,687.0,0.0,0.0,0.0,ellioju01,252.0,32.0,160.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
durocle01,1637.0,5350.0,575.0,1320.0,210.0,56.0,24.0,567.0,31.0,5.0,377,480.0,0.0,18.0,82.0,0.0,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,durocle01,1608.0,3275.0,4680.0,325.0,941.0,0.0,0.0,0.0,0.0,0.0,,10.0,1
earnsge01,319.0,704.0,61.0,162.0,29.0,4.0,3.0,70.0,1.0,0.0,20,125.0,0.0,2.0,44.0,0.0,5.0,earnsge01,127.0,93.0,319.0,249.0,115.0,18.0,12.0,5746,1981.0,933.0,142,809.0,1002.0,0.2772727272727273,5.028181812979958,0.0,55.0,25.0,2.0,8465.0,45.0,1063.0,0.0,0.0,0.0,earnsge01,319.0,71.0,371.0,30.0,17.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0
fellebo01,570.0,1282.0,99.0,193.0,28.0,13.0,8.0,99.0,1.0,2.0,100,505.0,0.0,3.0,100.0,0.0,15.0,fellebo01,266.0,162.0,570.0,484.0,279.0,44.0,21.0,11481,3271.0,1384.0,224,1764.0,2581.0,0.22944444444444448,3.3822221888436212,6.0,75.0,60.0,13.0,16180.0,52.0,1557.0,0.0,0.0,0.0,fellebo01,570.0,146.0,510.0,25.0,28.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,1
elliobo01,1978.0,7141.0,1064.0,2061.0,382.0,94.0,170.0,1195.0,60.0,2.0,967,604.0,0.0,16.0,66.0,0.0,187.0,,,,,,,,,,,,,,,,,,,,,,,,,,,elliobo01,1906.0,2519.0,2790.0,261.0,259.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0
edwarha01,735.0,2191.0,285.0,613.0,116.0,41.0,51.0,276.0,9.0,22.0,208,264.0,0.0,2.0,8.0,0.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,edwarha01,560.0,1039.0,34.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
ennisde01,1903.0,7254.0,985.0,2063.0,358.0,69.0,288.0,1284.0,45.0,19.0,597,719.0,23.0,31.0,20.0,38.0,212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ennisde01,1841.0,3629.0,150.0,121.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0
erskica01,360.0,588.0,51.0,92.0,11.0,0.0,1.0,31.0,0.0,0.0,12,120.0,0.0,2.0,31.0,3.0,8.0,erskica01,122.0,78.0,335.0,216.0,71.0,14.0,13.0,5156,1637.0,763.0,199,646.0,981.0,0.255,4.321666677792867,13.0,38.0,16.0,1.0,7270.0,61.0,830.0,0.0,0.0,0.0,erskica01,335.0,105.0,262.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,,8.0,0
dropowa01,1288.0,4124.0,478.0,1113.0,168.0,22.0,152.0,704.0,5.0,6.0,328,582.0,12.0,24.0,22.0,23.0,166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,dropowa01,1177.0,9173.0,674.0,84.0,969.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0
facero01,853.0,194.0,9.0,31.0,3.0,0.0,0.0,7.0,0.0,0.0,2,47.0,0.0,0.0,18.0,0.0,3.0,facero01,104.0,95.0,848.0,27.0,6.0,0.0,193.0,4125,1347.0,531.0,141,362.0,877.0,0.26823529411764696,3.158235290471245,106.0,32.0,14.0,2.0,5691.0,574.0,591.0,0.0,0.0,0.0,facero01,848.0,104.0,212.0,14.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0
drysddo01,547.0,1169.0,96.0,218.0,26.0,7.0,29.0,113.0,0.0,2.0,60,370.0,0.0,5.0,69.0,6.0,34.0,drysddo01,209.0,166.0,518.0,465.0,167.0,49.0,6.0,10296,3084.0,1124.0,280,855.0,2486.0,0.24,3.047142880303519,123.0,82.0,154.0,10.0,14097.0,34.0,1292.0,0.0,0.0,0.0,drysddo01,518.0,188.0,686.0,59.0,55.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,1
fairlro01,2442.0,7184.0,931.0,1913.0,307.0,33.0,215.0,1044.0,35.0,33.0,1052,877.0,129.0,40.0,96.0,65.0,157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,fairlro01,2255.0,10769.0,773.0,122.0,867.0,0.0,0.0,0.0,0.0,0.0,,2.0,0
edwarjo01,1470.0,4577.0,430.0,1106.0,202.0,32.0,81.0,524.0,15.0,23.0,465,635.0,118.0,16.0,31.0,43.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,edwarjo01,1392.0,8925.0,703.0,82.0,105.0,102.0,464.0,579.0,373.0,31.0,3.0,1.0,0
ellisdo01,388.0,489.0,42.0,65.0,4.0,0.0,0.0,23.0,4.0,0.0,27,201.0,0.0,0.0,44.0,0.0,3.0,ellisdo01,138.0,119.0,345.0,317.0,71.0,14.0,1.0,6383,2067.0,817.0,140,674.0,1136.0,0.263125,3.841249965131283,66.0,45.0,44.0,9.0,8978.0,10.0,958.0,0.0,0.0,0.0,ellisdo01,345.0,173.0,287.0,23.0,26.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
evansda01,2687.0,8973.0,1344.0,2223.0,329.0,36.0,414.0,1354.0,98.0,68.0,1605,1410.0,141.0,35.0,34.0,90.0,133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,evansda01,2404.0,7964.0,3929.0,329.0,846.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
evansdw01,2606.0,8996.0,1470.0,2446.0,483.0,73.0,385.0,1384.0,78.0,59.0,1391,1697.0,60.0,53.0,52.0,77.0,227.0,,,,,,,,,,,,,,,,,,,,,,,,,,,evansdw01,2289.0,5450.0,228.0,78.0,153.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,0
eckerde01,1073.0,181.0,9.0,24.0,3.0,0.0,3.0,12.0,0.0,0.0,9,84.0,0.0,0.0,5.0,1.0,1.0,eckerde01,197.0,171.0,1071.0,361.0,100.0,20.0,390.0,9857,3076.0,1278.0,347,738.0,2401.0,0.22560000000000002,3.47040002822876,91.0,28.0,75.0,16.0,13534.0,577.0,1382.0,0.0,0.0,0.0,eckerde01,1071.0,208.0,365.0,31.0,20.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1
eisenji01,1422.0,3995.0,492.0,1160.0,221.0,39.0,52.0,477.0,105.0,38.0,324,435.0,47.0,8.0,22.0,42.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,eisenji01,1136.0,2245.0,57.0,28.0,47.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
dunstsh01,1814.0,5927.0,736.0,1597.0,292.0,62.0,150.0,668.0,212.0,82.0,203,1000.0,44.0,41.0,56.0,49.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,dunstsh01,1657.0,2722.0,3808.0,215.0,729.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
dykstle01,1278.0,4559.0,802.0,1298.0,281.0,43.0,81.0,404.0,285.0,72.0,640,503.0,50.0,31.0,25.0,27.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,dykstle01,1221.0,3107.0,58.0,41.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0
edmonji01,2011.0,6858.0,1251.0,1949.0,437.0,25.0,393.0,1199.0,67.0,50.0,998,1729.0,91.0,49.0,10.0,65.0,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,edmonji01,1924.0,4929.0,160.0,58.0,68.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0
durhara01,1975.0,7408.0,1249.0,2054.0,440.0,79.0,192.0,875.0,273.0,97.0,820,1201.0,34.0,72.0,55.0,68.0,151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,durhara01,1844.0,3506.0,4926.0,181.0,1189.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
dyeje01,1763.0,6487.0,984.0,1779.0,363.0,25.0,325.0,1072.0,46.0,26.0,597,1308.0,40.0,63.0,2.0,65.0,184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,dyeje01,1696.0,3275.0,97.0,65.0,30.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0
erstada01,1654.0,6024.0,913.0,1697.0,316.0,33.0,124.0,699.0,179.0,58.0,475,939.0,46.0,37.0,36.0,43.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,erstada01,1514.0,6965.0,370.0,33.0,448.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0
eckstda01,1311.0,5041.0,701.0,1414.0,232.0,20.0,35.0,392.0,123.0,45.0,376,418.0,3.0,143.0,106.0,39.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,eckstda01,1256.0,1905.0,3390.0,98.0,778.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0
flintsi01,760.0,2913.0,380.0,687.0,129.0,34.0,21.0,295.0,12.0,0.0,54,471.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,flintsi01,817.0,3674.0,1077.0,471.0,57.0,602.0,0.0,0.0,0.0,0.0,,1.0,0
galvipu01,731.0,2748.0,278.0,552.0,87.0,31.0,5.0,220.0,23.0,0.0,38,631.0,0.0,2.0,0.0,0.0,0.0,galvipu01,364.0,310.0,705.0,689.0,646.0,57.0,2.0,18010,6405.0,1910.0,122,745.0,1806.0,0.7852941176470588,3.001764746273265,0.0,223.0,57.0,1.0,25234.0,17.0,3355.0,0.0,0.0,0.0,galvipu01,764.0,378.0,1419.0,181.0,44.0,0.0,0.0,0.0,0.0,0.0,,1.0,1
frasech01,458.0,1316.0,134.0,235.0,34.0,13.0,3.0,96.0,19.0,0.0,81,34.0,0.0,7.0,38.0,0.0,0.0,frasech01,175.0,212.0,433.0,389.0,342.0,22.0,6.0,10068,3460.0,1371.0,69,1332.0,1098.0,0.25800000000000006,3.455333360036214,0.0,135.0,177.0,3.0,7392.0,42.0,1995.0,0.0,0.0,0.0,frasech01,452.0,372.0,949.0,98.0,31.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
flickel01,1483.0,5597.0,950.0,1752.0,268.0,164.0,48.0,756.0,330.0,0.0,597,0.0,0.0,99.0,121.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,flickel01,1471.0,2406.0,247.0,148.0,54.0,0.0,0.0,0.0,0.0,0.0,,2.0,1
fletcar01,1533.0,5541.0,684.0,1534.0,238.0,77.0,32.0,675.0,159.0,28.0,203,348.0,0.0,141.0,154.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,fletcar01,1520.0,2917.0,5254.0,537.0,625.0,0.0,0.0,0.0,0.0,0.0,,8.0,0
fosteed02,1500.0,5652.0,732.0,1490.0,191.0,71.0,6.0,451.0,195.0,53.0,528,255.0,0.0,25.0,112.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,fosteed02,1455.0,1845.0,3174.0,348.0,316.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
friscfr01,2311.0,9112.0,1532.0,2880.0,466.0,138.0,105.0,1244.0,419.0,74.0,728,272.0,0.0,31.0,229.0,0.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,friscfr01,2296.0,4918.0,7170.0,371.0,1174.0,0.0,0.0,0.0,0.0,0.0,15.0,7.0,1
fonsele01,937.0,3404.0,518.0,1075.0,203.0,50.0,31.0,485.0,64.0,36.0,186,199.0,0.0,23.0,111.0,0.0,0.0,fonsele01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,fonsele01,884.0,4799.0,1459.0,109.0,507.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0
fitzsfr01,513.0,1155.0,112.0,231.0,35.0,7.0,14.0,103.0,0.0,0.0,36,177.0,0.0,13.0,58.0,0.0,15.0,fitzsfr01,217.0,146.0,513.0,426.0,186.0,29.0,13.0,9671,3335.0,1257.0,186,846.0,870.0,0.2705000000000001,4.156499993801117,0.0,58.0,33.0,3.0,13570.0,64.0,1505.0,0.0,0.0,0.0,fitzsfr01,513.0,237.0,942.0,28.0,79.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0
foxxji01,2317.0,8134.0,1751.0,2646.0,458.0,125.0,534.0,1922.0,87.0,72.0,1452,1311.0,0.0,13.0,71.0,0.0,69.0,foxxji01,1.0,0.0,10.0,2.0,0.0,0.0,0.0,71,13.0,4.0,0,14.0,11.0,0.085,0.7950000166893005,0.0,0.0,1.0,0.0,97.0,8.0,4.0,0.0,0.0,0.0,foxxji01,2200.0,17797.0,1562.0,192.0,1553.0,9.0,0.0,0.0,0.0,0.0,22.0,8.0,1
ferrewe01,548.0,1176.0,175.0,329.0,57.0,12.0,38.0,208.0,2.0,0.0,129,185.0,0.0,0.0,40.0,0.0,0.0,ferrewe01,193.0,128.0,374.0,323.0,227.0,17.0,13.0,7869,2845.0,1177.0,132,1040.0,985.0,0.291764705882353,5.955294146257288,0.0,35.0,23.0,6.0,11568.0,43.0,1382.0,0.0,0.0,0.0,ferrewe01,387.0,153.0,533.0,17.0,31.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,0
ferreri01,1884.0,6028.0,687.0,1692.0,324.0,45.0,28.0,734.0,29.0,35.0,931,277.0,0.0,10.0,103.0,0.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ferreri01,1806.0,7248.0,1127.0,135.0,139.0,142.0,0.0,0.0,0.0,0.0,,4.0,1
galanau01,1742.0,5937.0,1004.0,1706.0,336.0,74.0,100.0,830.0,123.0,0.0,979,393.0,0.0,25.0,62.0,0.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,galanau01,1580.0,3977.0,419.0,97.0,120.0,0.0,0.0,0.0,0.0,0.0,,2.0,0
furilca01,1806.0,6378.0,895.0,1910.0,324.0,56.0,192.0,1058.0,48.0,26.0,514,436.0,28.0,47.0,59.0,24.0,207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,furilca01,1739.0,3322.0,151.0,74.0,34.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0
foxne01,2367.0,9232.0,1279.0,2663.0,355.0,112.0,35.0,790.0,76.0,80.0,719,216.0,24.0,142.0,208.0,48.0,175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,foxne01,2303.0,6102.0,6385.0,209.0,1621.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,1
fordwh01,500.0,1023.0,91.0,177.0,19.0,0.0,3.0,69.0,3.0,2.0,113,224.0,0.0,3.0,65.0,4.0,10.0,fordwh01,236.0,106.0,498.0,438.0,156.0,45.0,10.0,9511,2766.0,967.0,228,1086.0,1956.0,0.23125,2.672500006854534,44.0,75.0,28.0,5.0,13036.0,35.0,1107.0,0.0,0.0,0.0,fordwh01,498.0,173.0,630.0,33.0,49.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,1
floodcu01,1759.0,6357.0,851.0,1861.0,271.0,44.0,85.0,636.0,88.0,73.0,444,609.0,22.0,52.0,72.0,33.0,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,floodcu01,1703.0,4023.0,114.0,54.0,28.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,0
fisheed02,690.0,246.0,11.0,30.0,5.0,1.0,0.0,8.0,0.0,0.0,10,97.0,0.0,0.0,19.0,0.0,6.0,fisheed02,85.0,70.0,690.0,63.0,7.0,2.0,81.0,4616,1398.0,583.0,149,438.0,812.0,0.24000000000000002,3.577222214804755,38.0,53.0,27.0,1.0,6340.0,344.0,659.0,0.0,0.0,0.0,fisheed02,690.0,107.0,262.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
freehbi01,1774.0,6073.0,706.0,1591.0,241.0,35.0,200.0,758.0,24.0,21.0,626,753.0,67.0,114.0,38.0,48.0,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,freehbi01,1740.0,11235.0,813.0,81.0,196.0,106.0,387.0,741.0,433.0,23.0,9.0,1.0,0
