playerID,B_G,B_AB,B_R,B_H,B_2B,B_3B,B_HR,B_RBI,B_SB,B_CS,B_BB,B_SO,B_IBB,B_HBP,B_SH,B_SF,B_GIDP,P_playerID,P_W,P_L,P_G,P_GS,P_CG,P_SHO,P_SV,P_IPOuts,P_H,P_ER,P_HR,P_BB,P_SO,P_BAOpp,P_ERA,P_IBB,P_WP,P_HBP,P_BK,P_BFP,P_GF,P_R,P_SH,P_SF,P_GIDP,f_playerID,f_G,f_PO,f_A,f_E,f_DP,f_PB,f_WP,f_SB,f_CS,f_ZR,award_count,nomination_count,Classification
killebi01,1035.0,3150.0,237.0,751.0,86.0,21.0,4.0,240.0,39.0,8.0,113,126.0,0.0,35.0,102.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,killebi01,1007.0,4833.0,1319.0,148.0,129.0,58.0,0.0,0.0,0.0,0.0,4.0,1.0,0
jonessa01,713.0,1243.0,151.0,245.0,44.0,5.0,6.0,99.0,7.0,4.0,139,346.0,0.0,22.0,85.0,0.0,0.0,jonessa01,229.0,217.0,647.0,487.0,250.0,36.0,31.0,11649,4084.0,1656.0,152,1396.0,1223.0,0.265,3.8336364139210093,0.0,73.0,68.0,5.0,16699.0,115.0,2007.0,0.0,0.0,0.0,jonessa01,649.0,197.0,874.0,52.0,48.0,0.0,0.0,0.0,0.0,0.0,,3.0,0
judgejo01,2171.0,7898.0,1184.0,2352.0,433.0,159.0,71.0,1034.0,213.0,92.0,965,478.0,0.0,51.0,257.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,judgejo01,2086.0,19265.0,1301.0,142.0,1500.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0
kellyge01,1622.0,5993.0,819.0,1778.0,337.0,76.0,148.0,1020.0,65.0,43.0,386,694.0,0.0,28.0,158.0,0.0,0.0,kellyge01,1.0,0.0,1.0,0.0,0.0,0.0,0.0,15,4.0,0.0,0,1.0,2.0,0.21,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,kellyge01,1588.0,14690.0,1376.0,152.0,1197.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,1
kerrdi01,143.0,275.0,40.0,60.0,8.0,5.0,0.0,21.0,4.0,2.0,28,26.0,0.0,2.0,19.0,0.0,0.0,kerrdi01,53.0,34.0,140.0,84.0,54.0,7.0,6.0,2434,876.0,346.0,24,250.0,235.0,0.2775,4.0299999713897705,0.0,10.0,18.0,5.0,3443.0,45.0,399.0,0.0,0.0,0.0,kerrdi01,140.0,26.0,239.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,,11.0,0
kammwi01,1693.0,5851.0,802.0,1643.0,348.0,85.0,29.0,826.0,126.0,84.0,824,405.0,0.0,22.0,238.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,kammwi01,1674.0,2151.0,3345.0,185.0,299.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0
kleinch01,1753.0,6486.0,1168.0,2076.0,398.0,74.0,300.0,1201.0,79.0,0.0,601,521.0,0.0,12.0,69.0,0.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,kleinch01,1601.0,3250.0,194.0,135.0,39.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,1
jurgebi01,1816.0,6253.0,721.0,1613.0,245.0,55.0,43.0,656.0,36.0,0.0,568,530.0,0.0,51.0,141.0,0.0,195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,jurgebi01,1775.0,3369.0,5446.0,333.0,982.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0
keltnke01,1526.0,5683.0,737.0,1570.0,308.0,69.0,163.0,852.0,39.0,33.0,514,480.0,0.0,13.0,102.0,0.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,keltnke01,1501.0,1577.0,3070.0,171.0,306.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0
kellech01,1170.0,3790.0,725.0,1085.0,166.0,72.0,189.0,760.0,45.0,23.0,784,499.0,0.0,10.0,20.0,0.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,kellech01,1019.0,2235.0,46.0,46.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0
kellge01,1795.0,6702.0,881.0,2054.0,385.0,50.0,78.0,870.0,51.0,36.0,621,287.0,7.0,36.0,149.0,20.0,188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,kellge01,1788.0,2390.0,3326.0,168.0,360.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,1
kindeel01,484.0,444.0,34.0,63.0,7.0,1.0,1.0,33.0,0.0,1.0,23,123.0,0.0,0.0,29.0,0.0,10.0,kindeel01,102.0,71.0,484.0,122.0,56.0,10.0,102.0,4439,1421.0,564.0,118,539.0,749.0,0.22615384615384615,2.988461503615746,8.0,11.0,9.0,2.0,6306.0,255.0,627.0,0.0,0.0,0.0,kindeel01,484.0,52.0,174.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0
kinerra01,1472.0,5205.0,971.0,1451.0,216.0,39.0,369.0,1015.0,22.0,2.0,1011,749.0,1.0,24.0,9.0,7.0,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,kinerra01,1440.0,3431.0,109.0,91.0,73.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,1
kalinal01,2834.0,10116.0,1622.0,3007.0,498.0,75.0,399.0,1583.0,137.0,65.0,1277,1020.0,131.0,55.0,45.0,104.0,271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,kalinal01,2625.0,5938.0,235.0,82.0,126.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,1
killeha01,2435.0,8147.0,1283.0,2086.0,290.0,24.0,573.0,1584.0,19.0,18.0,1559,1699.0,160.0,48.0,0.0,77.0,243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,killeha01,2241.0,8849.0,1963.0,215.0,767.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,1
kaatji01,1004.0,1251.0,117.0,232.0,44.0,5.0,16.0,106.0,5.0,1.0,63,367.0,1.0,7.0,34.0,7.0,14.0,kaatji01,283.0,237.0,898.0,625.0,180.0,31.0,18.0,13591,4620.0,1738.0,395,1083.0,2461.0,0.2721428571428572,4.100714274815151,116.0,128.0,122.0,6.0,19021.0,102.0,2038.0,0.0,0.0,0.0,kaatji01,898.0,262.0,744.0,56.0,65.0,0.0,0.0,0.0,0.0,0.0,19.0,15.0,0
kennejo03,856.0,2110.0,237.0,475.0,77.0,17.0,32.0,185.0,14.0,10.0,142,461.0,10.0,25.0,36.0,11.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,kennejo03,825.0,886.0,1456.0,115.0,239.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
johnto01,761.0,900.0,43.0,141.0,13.0,0.0,5.0,54.0,0.0,0.0,33,211.0,0.0,1.0,93.0,3.0,20.0,johnto01,288.0,231.0,760.0,700.0,162.0,46.0,4.0,14131,4783.0,1749.0,302,1259.0,2245.0,0.2675,3.48892856495721,102.0,187.0,98.0,16.0,19692.0,22.0,2017.0,0.0,0.0,0.0,johnto01,760.0,237.0,1028.0,49.0,69.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,0
jonescl01,1213.0,4263.0,565.0,1196.0,183.0,33.0,93.0,524.0,91.0,48.0,360,702.0,42.0,40.0,26.0,41.0,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,jonescl01,1146.0,2280.0,83.0,51.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
kessido01,2078.0,7651.0,899.0,1931.0,254.0,80.0,14.0,527.0,100.0,85.0,684,759.0,69.0,22.0,132.0,40.0,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,kessido01,2062.0,3292.0,6453.0,350.0,1215.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0
jorgemi01,1633.0,3421.0,429.0,833.0,132.0,13.0,95.0,426.0,58.0,44.0,532,589.0,51.0,25.0,31.0,25.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,jorgemi01,1335.0,6983.0,546.0,54.0,602.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
kingmda01,1941.0,6677.0,901.0,1575.0,240.0,25.0,442.0,1210.0,85.0,49.0,608,1816.0,72.0,53.0,16.0,75.0,139.0,kingmda01,0.0,0.0,2.0,0.0,0.0,0.0,0.0,12,3.0,4.0,0,6.0,4.0,0.2,9.0,0.0,2.0,0.0,0.0,21.0,2.0,4.0,0.0,0.0,0.0,kingmda01,1407.0,5835.0,693.0,174.0,408.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0
kisonbr01,388.0,404.0,31.0,66.0,15.0,5.0,3.0,31.0,2.0,2.0,16,158.0,0.0,3.0,33.0,1.0,5.0,kisonbr01,115.0,88.0,380.0,246.0,36.0,8.0,12.0,5429,1693.0,736.0,150,662.0,1073.0,0.24400000000000005,3.728000020980835,58.0,58.0,68.0,11.0,7676.0,54.0,839.0,0.0,0.0,0.0,kisonbr01,380.0,140.0,297.0,16.0,27.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
jonesra01,319.0,599.0,37.0,79.0,8.0,0.0,0.0,20.0,1.0,1.0,22,235.0,0.0,0.0,66.0,2.0,3.0,jonesra01,100.0,123.0,305.0,285.0,73.0,19.0,2.0,5799,1915.0,735.0,129,503.0,735.0,0.26199999999999996,3.7039999961853027,88.0,19.0,18.0,6.0,8069.0,11.0,875.0,0.0,0.0,0.0,jonesra01,305.0,114.0,465.0,18.0,30.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0
kennete02,1491.0,4979.0,474.0,1313.0,244.0,12.0,113.0,628.0,6.0,15.0,365,855.0,86.0,16.0,22.0,39.0,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,kennete02,1431.0,6754.0,638.0,108.0,103.0,68.0,281.0,1051.0,478.0,14.0,1.0,1.0,0
jonesdo01,846.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,0.0,0.0,0.0,0.0,0.0,jonesdo01,69.0,79.0,846.0,4.0,0.0,0.0,303.0,3385,1155.0,414.0,86,247.0,909.0,0.2195555555555556,3.8111111521720886,53.0,18.0,39.0,6.0,4754.0,640.0,465.0,2.0,2.0,5.0,jonesdo01,846.0,60.0,152.0,21.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
keyji01,471.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,1.0,0.0,0.0,keyji01,186.0,117.0,470.0,389.0,34.0,13.0,10.0,7775,2518.0,1010.0,254,668.0,1538.0,0.23800000000000002,3.7466666380564373,29.0,50.0,38.0,12.0,10719.0,28.0,1104.0,0.0,0.0,0.0,keyji01,470.0,172.0,452.0,22.0,35.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0
joynewa01,2033.0,7127.0,973.0,2060.0,409.0,26.0,204.0,1106.0,60.0,39.0,833,825.0,108.0,38.0,26.0,91.0,168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,joynewa01,1913.0,16081.0,1470.0,99.0,1611.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
johnsra05,619.0,625.0,20.0,78.0,14.0,0.0,1.0,40.0,0.0,0.0,19,296.0,0.0,2.0,44.0,1.0,10.0,johnsra05,303.0,166.0,618.0,603.0,100.0,37.0,2.0,12406,3346.0,1513.0,411,1497.0,4875.0,0.19466666666666663,3.4808333615461984,37.0,109.0,190.0,33.0,17067.0,7.0,1703.0,75.0,39.0,108.0,johnsra05,619.0,90.0,448.0,57.0,18.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1
justida01,1610.0,5625.0,929.0,1571.0,280.0,24.0,305.0,1017.0,53.0,46.0,903,999.0,85.0,18.0,1.0,54.0,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,justida01,1210.0,2683.0,110.0,62.0,55.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0
karroer01,1755.0,6441.0,797.0,1724.0,324.0,11.0,284.0,1027.0,59.0,30.0,552,1167.0,21.0,31.0,0.0,76.0,181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,karroer01,1698.0,14056.0,1359.0,111.0,1257.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0
kileda01,364.0,657.0,38.0,87.0,23.0,0.0,2.0,40.0,0.0,0.0,43,300.0,0.0,4.0,81.0,1.0,9.0,kileda01,133.0,119.0,359.0,331.0,28.0,9.0,0.0,6496,2135.0,992.0,214,918.0,1668.0,0.20158333333333334,4.164166688919067,41.0,97.0,117.0,19.0,9429.0,8.0,1099.0,30.0,16.0,42.0,kileda01,359.0,136.0,287.0,27.0,22.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
jordabr01,1456.0,5160.0,755.0,1454.0,267.0,37.0,184.0,821.0,119.0,48.0,353,842.0,25.0,74.0,2.0,57.0,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,jordabr01,1362.0,2848.0,95.0,35.0,32.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
kentje01,2298.0,8498.0,1320.0,2461.0,560.0,47.0,377.0,1518.0,94.0,60.0,801,1522.0,61.0,125.0,10.0,103.0,224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,kentje01,2311.0,4816.0,5918.0,236.0,1362.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0
kleskry01,1736.0,5611.0,874.0,1564.0,343.0,33.0,278.0,987.0,91.0,41.0,817,1077.0,84.0,29.0,4.0,55.0,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,kleskry01,1635.0,6661.0,489.0,78.0,503.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
jonesto02,982.0,19.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1,6.0,0.0,0.0,0.0,0.0,1.0,jonesto02,58.0,63.0,982.0,1.0,0.0,0.0,319.0,3216,1072.0,473.0,93,443.0,868.0,0.2386842105263158,4.161578893661499,62.0,43.0,38.0,1.0,4650.0,619.0,518.0,30.0,20.0,68.0,jonesto02,982.0,70.0,112.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0
kendaja01,2085.0,7627.0,1030.0,2195.0,394.0,35.0,75.0,744.0,189.0,89.0,721,686.0,51.0,254.0,36.0,63.0,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,kendaja01,2054.0,13067.0,990.0,149.0,148.0,104.0,153.0,1222.0,495.0,5.0,,1.0,0
jonesja05,40.0,107.0,11.0,23.0,6.0,0.0,3.0,11.0,0.0,1.0,10,21.0,0.0,3.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,jonesja05,30.0,44.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
lathaar01,1627.0,6822.0,1478.0,1833.0,245.0,85.0,27.0,563.0,739.0,0.0,588,239.0,0.0,85.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,lathaar01,1632.0,2079.0,3655.0,844.0,267.0,18.0,0.0,0.0,0.0,0.0,,3.0,0
langebi01,811.0,3195.0,689.0,1055.0,133.0,80.0,39.0,578.0,399.0,0.0,350,86.0,0.0,25.0,39.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,langebi01,815.0,2108.0,387.0,183.0,76.0,7.0,0.0,0.0,0.0,0.0,,2.0,0
lajoina01,2480.0,9589.0,1504.0,3242.0,657.0,163.0,83.0,1599.0,380.0,21.0,516,85.0,0.0,134.0,221.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,lajoina01,2441.0,8520.0,6686.0,518.0,1211.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1
leachto01,2156.0,7959.0,1355.0,2143.0,266.0,172.0,63.0,810.0,361.0,14.0,820,278.0,0.0,32.0,240.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,leachto01,2112.0,4008.0,2460.0,459.0,168.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0
leevesa01,389.0,993.0,90.0,183.0,17.0,14.0,2.0,78.0,4.0,0.0,49,8.0,0.0,7.0,25.0,0.0,0.0,leevesa01,194.0,100.0,388.0,299.0,241.0,39.0,13.0,7982,2449.0,731.0,29,587.0,847.0,0.23999999999999996,2.4761538413854747,0.0,46.0,90.0,4.0,6428.0,75.0,1024.0,0.0,0.0,0.0,leevesa01,389.0,84.0,659.0,34.0,11.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
klingjo01,1260.0,4241.0,474.0,1151.0,181.0,61.0,20.0,513.0,123.0,0.0,281,114.0,0.0,12.0,106.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,klingjo01,1206.0,5571.0,1562.0,217.0,131.0,126.0,0.0,0.0,0.0,0.0,4.0,9.0,0
knabeot01,1278.0,4469.0,572.0,1103.0,178.0,48.0,8.0,365.0,143.0,0.0,485,191.0,0.0,36.0,265.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,knabeot01,1252.0,2755.0,3595.0,290.0,485.0,0.0,0.0,0.0,0.0,0.0,,2.0,0
leachfr01,991.0,3733.0,543.0,1147.0,196.0,53.0,72.0,509.0,32.0,4.0,163,189.0,0.0,27.0,73.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,leachfr01,900.0,2189.0,94.0,52.0,51.0,0.0,0.0,0.0,0.0,0.0,,2.0,0
kremera01,309.0,687.0,57.0,122.0,30.0,2.0,5.0,69.0,0.0,0.0,37,213.0,0.0,0.0,36.0,0.0,0.0,kremera01,143.0,85.0,308.0,247.0,134.0,14.0,10.0,5864,2108.0,816.0,122,483.0,516.0,0.282,4.3850000381469725,0.0,23.0,29.0,2.0,8330.0,36.0,950.0,0.0,0.0,0.0,kremera01,308.0,37.0,331.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0
lazzeto01,1740.0,6297.0,986.0,1840.0,334.0,115.0,178.0,1191.0,148.0,79.0,869,864.0,0.0,21.0,116.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,lazzeto01,1712.0,3688.0,4944.0,314.0,873.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,1
kressre01,1391.0,5087.0,691.0,1454.0,298.0,58.0,89.0,799.0,47.0,56.0,474,453.0,0.0,6.0,97.0,0.0,18.0,kressre01,0.0,0.0,4.0,0.0,0.0,0.0,0.0,28,13.0,13.0,1,6.0,6.0,0.33,12.490000247955322,0.0,0.0,1.0,0.0,48.0,3.0,14.0,0.0,0.0,0.0,kressre01,1354.0,3987.0,2945.0,343.0,748.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0
kuheljo01,2104.0,7984.0,1236.0,2212.0,412.0,111.0,131.0,1049.0,178.0,90.0,980,612.0,0.0,39.0,92.0,0.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,kuheljo01,2057.0,19386.0,1163.0,173.0,1769.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
lavagco01,1043.0,3509.0,487.0,945.0,183.0,37.0,40.0,486.0,63.0,0.0,485,244.0,0.0,12.0,33.0,0.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,lavagco01,945.0,1364.0,1940.0,197.0,237.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0
lemonbo01,615.0,1183.0,148.0,274.0,54.0,9.0,37.0,147.0,2.0,1.0,93,241.0,0.0,2.0,49.0,3.0,9.0,lemonbo01,207.0,128.0,460.0,350.0,188.0,31.0,22.0,8550,2559.0,1024.0,181,1251.0,1277.0,0.24615384615384617,3.424615364808303,13.0,63.0,57.0,2.0,12099.0,73.0,1185.0,0.0,0.0,0.0,lemonbo01,476.0,298.0,713.0,33.0,80.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,1
kuzavbo01,214.0,256.0,21.0,22.0,1.0,0.0,1.0,10.0,0.0,0.0,29,96.0,0.0,1.0,12.0,0.0,5.0,kuzavbo01,49.0,44.0,213.0,99.0,34.0,7.0,13.0,2586,849.0,388.0,54,415.0,446.0,0.27133333333333337,4.5893332958221436,2.0,18.0,8.0,1.0,3748.0,58.0,427.0,0.0,0.0,0.0,kuzavbo01,213.0,33.0,112.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
kluszte01,1718.0,5929.0,848.0,1766.0,290.0,29.0,279.0,1028.0,20.0,10.0,492,365.0,70.0,23.0,3.0,23.0,143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,kluszte01,1481.0,12652.0,799.0,97.0,1269.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,0
lawve01,516.0,883.0,96.0,191.0,35.0,7.0,11.0,90.0,1.0,0.0,41,179.0,0.0,6.0,63.0,7.0,24.0,lawve01,162.0,147.0,483.0,364.0,119.0,28.0,13.0,8016,2833.0,1118.0,268,597.0,1092.0,0.27249999999999996,3.9693749994039536,74.0,39.0,40.0,3.0,11231.0,77.0,1274.0,0.0,0.0,0.0,lawve01,484.0,213.0,453.0,19.0,41.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0
kuennha01,1833.0,6913.0,951.0,2092.0,356.0,56.0,87.0,671.0,68.0,56.0,594,404.0,39.0,15.0,44.0,52.0,143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,kuennha01,1747.0,3028.0,2345.0,191.0,468.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0
larsedo01,480.0,596.0,65.0,144.0,25.0,5.0,14.0,72.0,0.0,3.0,43,138.0,0.0,0.0,11.0,3.0,15.0,larsedo01,81.0,91.0,412.0,171.0,44.0,11.0,26.0,4644,1442.0,650.0,130,725.0,849.0,0.2570588235294118,4.144705842523014,35.0,39.0,26.0,0.0,6708.0,132.0,728.0,0.0,0.0,0.0,larsedo01,414.0,95.0,244.0,17.0,22.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0
lasorto01,27.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,1.0,lasorto01,0.0,4.0,26.0,6.0,0.0,0.0,1.0,175,53.0,42.0,9,56.0,37.0,0.26333333333333336,8.21666669845581,3.0,11.0,4.0,0.0,283.0,9.0,49.0,0.0,0.0,0.0,lasorto01,26.0,3.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
koufasa01,397.0,776.0,26.0,75.0,9.0,0.0,2.0,28.0,0.0,1.0,43,386.0,0.0,1.0,35.0,3.0,10.0,koufasa01,165.0,87.0,397.0,314.0,137.0,40.0,9.0,6973,1754.0,713.0,204,817.0,2396.0,0.20833333333333334,3.141666680574417,48.0,87.0,18.0,7.0,9497.0,44.0,806.0,0.0,0.0,0.0,koufasa01,397.0,64.0,228.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,1
krausle02,334.0,354.0,23.0,47.0,9.0,1.0,6.0,24.0,1.0,1.0,26,163.0,0.0,2.0,26.0,1.0,5.0,krausle02,68.0,91.0,321.0,167.0,21.0,5.0,21.0,3851,1205.0,571.0,137,493.0,721.0,0.2558333333333333,4.194166700045268,62.0,29.0,35.0,1.0,5490.0,71.0,635.0,0.0,0.0,0.0,krausle02,321.0,84.0,153.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
kraneed01,1853.0,5436.0,536.0,1418.0,225.0,25.0,118.0,614.0,15.0,27.0,454,581.0,89.0,14.0,35.0,58.0,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,kraneed01,1554.0,10840.0,789.0,81.0,901.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
larusto01,132.0,176.0,15.0,35.0,5.0,2.0,0.0,7.0,0.0,0.0,23,37.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,larusto01,83.0,112.0,127.0,10.0,34.0,0.0,0.0,0.0,0.0,0.0,,1.0,1
lanieha01,1196.0,3703.0,297.0,843.0,111.0,20.0,8.0,273.0,11.0,11.0,136,436.0,25.0,4.0,78.0,19.0,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,lanieha01,1221.0,2041.0,3408.0,140.0,598.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
knowlda01,766.0,125.0,2.0,15.0,0.0,1.0,0.0,11.0,0.0,0.0,9,43.0,0.0,1.0,10.0,1.0,1.0,knowlda01,66.0,74.0,765.0,8.0,1.0,1.0,143.0,3276,1006.0,378.0,65,480.0,681.0,0.2552941176470589,3.9041176473393158,85.0,30.0,38.0,11.0,4658.0,417.0,437.0,0.0,0.0,0.0,knowlda01,765.0,51.0,276.0,29.0,16.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
koscoan01,658.0,1963.0,204.0,464.0,75.0,8.0,73.0,267.0,5.0,8.0,99,350.0,18.0,6.0,15.0,19.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,koscoan01,542.0,1220.0,73.0,23.0,48.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
koosmje01,612.0,915.0,36.0,109.0,12.0,1.0,2.0,46.0,1.0,0.0,33,418.0,0.0,2.0,100.0,2.0,19.0,koosmje01,222.0,209.0,612.0,527.0,140.0,33.0,17.0,11518,3635.0,1433.0,290,1198.0,2556.0,0.2495,3.584499979019165,121.0,89.0,71.0,29.0,15996.0,43.0,1608.0,0.0,0.0,0.0,koosmje01,612.0,116.0,582.0,42.0,36.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
leebi03,419.0,197.0,12.0,41.0,3.0,1.0,2.0,10.0,0.0,0.0,1,63.0,0.0,0.0,10.0,0.0,1.0,leebi03,119.0,90.0,416.0,225.0,72.0,10.0,19.0,5833,2122.0,783.0,176,531.0,713.0,0.28285714285714286,3.865000009536743,27.0,24.0,27.0,1.0,8271.0,70.0,885.0,0.0,0.0,0.0,leebi03,416.0,83.0,415.0,28.0,24.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
knighra01,1495.0,4829.0,490.0,1311.0,266.0,27.0,84.0,595.0,14.0,25.0,343,579.0,43.0,36.0,22.0,61.0,169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,knighra01,1397.0,3669.0,1858.0,131.0,421.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0
lemonch01,1988.0,6868.0,973.0,1875.0,396.0,61.0,215.0,884.0,58.0,76.0,749,1024.0,46.0,151.0,50.0,54.0,174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,lemonch01,1932.0,4998.0,122.0,82.0,25.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
kneppbo01,449.0,840.0,47.0,115.0,28.0,2.0,6.0,59.0,2.0,0.0,41,333.0,0.0,2.0,90.0,9.0,5.0,kneppbo01,146.0,155.0,445.0,413.0,78.0,30.0,1.0,8124,2737.0,1106.0,228,857.0,1473.0,0.26437499999999997,3.8199999779462814,78.0,60.0,47.0,13.0,11488.0,10.0,1258.0,0.0,0.0,0.0,kneppbo01,445.0,103.0,451.0,30.0,32.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
krukomi01,371.0,722.0,44.0,139.0,22.0,0.0,5.0,54.0,3.0,2.0,17,194.0,0.0,4.0,70.0,6.0,7.0,krukomi01,124.0,117.0,369.0,355.0,41.0,10.0,1.0,6571,2188.0,949.0,196,767.0,1478.0,0.25928571428571434,4.234285763331822,84.0,71.0,47.0,22.0,9393.0,4.0,1069.0,0.0,0.0,0.0,krukomi01,369.0,146.0,284.0,23.0,27.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
